account_id,account_name,match_source,ntee_code,fru_sector,fru_subsector
AVWSFDTV,Kijani Forestry,id,,Education,K-12 Education
AVRYWLGX,The Great Hills Swim Team Inc (DBA Capital of Texas Aquatics),unclassified,,,
AJRQRUEN,FIRM / Little Hearts,unclassified,,,
AKRKBCXP,Khamai Foundation,id,C34: Land Resources Conservation,Environment,Environment - General
AAGHHKPK,The Alwan Foundation,id,R26,Arts & Culture,Arts & Culture - General
ABVQPLRN,Street Soccer USA - LA,unclassified,,,
AFLHFXSV,Prospera Institute,id,,Education,Higher Education
ASAYDETT,Community Health Action of Staten Island,id,"E30: Health Treatment Facilities and Clinics, Outpatient",Healthcare,Healthcare - General
ASRPWWQQ,Sloane Stephens Foundation,id,N66,Human Services,Human Services - Sports & Youth Development
ARNGQXJM,Instituto Desiderata,id,,Healthcare,Healthcare - General
AHPNLMDU,MCC Programs,name,X20: Christian,Religion,Religion - Christian
ASFFKZPL,Integral Yoga Institute,id,,Religion,Religion - General
ACMHUPFQ,Club de Niños y Niñas Tijuana,unclassified,,,
AMJCBGKD,Curing Women’s Cancer,unclassified,,,
ANVHPUDQ,Bible Media Group,id,"W: Public, Society Benefit - Multipurpose and Other",Public and Society Benefit,Public & Society Benefit - General
AZJHGXUT,St. Vincent Early Learning Center,id,,Human Services,Human Services - General
AVXNKLYQ,Greater Good Charities UK,id,,Public and Society Benefit,Public & Society Benefit - General
ATNSMEHH,Youth on Root,id,"O50: Youth Development Programs, Other",Human Services,Human Services - Sports & Youth Development
AFQGJMRY,OG Yoga,unclassified,,,
ASQZADWF,Rewriting the Code,id,B90,Education,Education - General
AWCVYVPV,WGNF Inc dba R3,unclassified,,,
ANPDPMNM,"Jesus for Asia, Inc.",id,X20,Religion,Religion - Christian
AWPLTNXP,Voces Solis,id,"A60: Performing Arts Organizations, Activities",Arts & Culture,Arts & Culture - General
AUXMWSGN,Common Ground Queensland,unclassified,,,
ATSVHMFZ,STE(A)M Truck,id,,Public and Society Benefit,Public & Society Benefit - General
ABXQRAWT,Ortopet Állatbarát Alapítvány,unclassified,,,
AERLNTBS,Highland Support Project,id,Q123,International Affairs,International Affairs - General
AJHRQPBW,Stellar Vista Observatory,id,U31,Science & Technology,Science & Technology - General
AQPDYRSS,Teller Wildlife Refuge,id,D34,Environment,Environment - General
ABXWHSLQ,Club de Niños y Niñas de Nuevo León,unclassified,,,
ACBFMDVP,Aging True,id,,Human Services,"Human Services - Housing, Shelter"
ASWJUDGN,B Local San Diego,id,S40: Business and Industry,Public and Society Benefit,Public & Society Benefit - General
ACYGQNQL,Rainforest Alliance (Care2),unclassified,,,
AKHJRMPR,ESA Country Ministries,unclassified,,,
AKPFGDEA,Roethlisberger Family Foundation,id,X20,Religion,Religion - Christian
AXKMWMSV,Christ Central,id,,Religion,Religion - General
ABAEHXLE,xxCommunity Hire,unclassified,,,
AUYTMFRS,The Ability Challenge,unclassified,,,
ADUSRBQD,International Jazz Day AZ Foundation,id,A68,Arts & Culture,Arts & Culture - General
ASXJCUXK,El Museo Cultural de Santa Fe,id,A500,,
APWTJFFW,FIRM / Morning Star Fellowship,unclassified,,,
ARRUQQEB,St. Peter's Church,id,"B28: Special Education Institutions, Programs",Education,K-12 Education
AEYCMGPJ,Meals on Wheels South Texas,id,K36,Food & Nutrition,Food Banks
AYFVEGEY,United Caring Services,id,,Human Services,"Human Services - Housing, Shelter"
AKLCUTVR,Grace Animal Rehabilitation Center,id,D20: Animal Protection and Welfare,Animal Welfare,Animal Welfare - General
AQXVTKXA,Federación Española de Párkinson,unclassified,,,
AYBNCMQY,Alberta Ecotrust Foundation,unclassified,,,
AXYSNHEM,Pennsylvania Interscholastic Cycling League,unclassified,,,
ARKWKSRK,Al Furqan Academy,id,B29,,
AMXHKZAW,Childhood Tracheostomy Alliance,id,E19,Healthcare,Healthcare - General
AAUMLEQM,Sakeenah US,id,P60: Emergency Assistance,Human Services,Human Services - General
AFHKJLXA,Asian Fund for Cancer Research Limited 亞洲癌症研究基金會有限公司,unclassified,,,
ASXEWWXM,Recovery Church Treasure Coast,id,,Public and Society Benefit,Public & Society Benefit - General
AHWMLNUZ,FIRM / King of Kings Ministries,unclassified,,,
APYFKECG,Accessible Housing Society,unclassified,,,
ADAMRCLA,Expedicionários da Saúde,id,,Healthcare,Healthcare - Hospitals
AFJDUMFS,Institute for Fiscal Studies,unclassified,,,
AANRLPGU,Disciples Justice Action Network,id,R60,Human Services,"Human Services - Civil Rights, Social Justice"
AMAQGYXN,Give Merit,id,I21,,
ADCEQHZC,Islamic Society of New River Valley,id,X40Z,Religion,Religion - Islamic
ABMDZWKV,The Labour Party,unclassified,,,
AZJPCWXM,Kingdom Commission Ministries,id,X20,Religion,Religion - Christian
AVDVMXJB,Center for Biological Diversity,id,D20,Animal Welfare,Animal Welfare - General
AJEPFHRL,Minaret Foundation,id,P20,,
AQKVYJCN,NetHope,id,M02,Environment,Environment - General
ARSMDXUZ,The Arc of Hanover,id,,Human Services,"Human Services - Housing, Shelter"
ANWLWFSB,"Heart Rev, Houston Texas",unclassified,,,
ACXJDCBW,Stowe Trails Partnership,id,,Human Services,Human Services - Sports & Youth Development
AZXXRFHJ,Concordance,id,I02: Crime and Legal-Related Management and Technical Assistance,Public and Society Benefit,"Public & Society Benefit - Crime, Legal"
AMFGTTPL,Made Whole,id,X20,Religion,Religion - Christian
ABQPSVBK,Wocstar Media Foundation,unclassified,,,
APKAEKFB,New Jersey Interscholastic Cycling League,unclassified,,,
AYWZRCQQ,Street Soccer USA - Kona,unclassified,,,
ABBHPVZQ,Urban Triage,id,"T01: Philanthropy, Voluntarism and Grantmaking Foundations Alliances and Advocacy",Public and Society Benefit,Public & Society Benefit - General
AHCSATYN,CodeDay,id,,Education,Education - General
AHSULAVS,Royal Literary Fund,unclassified,,,
ACVKDPVG,Youth Science Canada,unclassified,,,
AUMHPMDS,dream: success,id,,Human Services,Human Services - General
AWDPUDMN,New Retreats,unclassified,,,
AXHEMJGF,Mount Royal University Foundation,unclassified,,,
AJJDPDPV,J.W. Patterson Foundation,id,B12,Education,Education - General
ARAXNZBB,Africa to Silicon Valley (A2SV),unclassified,,,
AVSEAXYD,Reading Theater Project,id,A65,Arts & Culture,Arts & Culture - General
ACGVHLYK,Chabad of White Marsh,id,X20: Christian,Religion,Religion - Christian
ATUNAMFQ,LGBT Foundation,unclassified,,,
AZKWFWLE,Foxhole Ministries,id,X20: Christian,Religion,Religion - Christian
AGSALSGH,Gateway Center of Monterey County,id,P82Z,Human Services,"Human Services - Housing, Shelter"
AGYXPMBZ,Play it Strange Trust,id,,Human Services,Human Services - Sports & Youth Development
AKWGRPLZ,Sea Shepherd Portugal,id,D20,Animal Welfare,Animal Welfare - General
ANLJCKEQ,Chabad Chayil,id,X30,Religion,Religion - Jewish
AHCBZPHL,Climate Resilient Communities - Main,unclassified,,,
AFYSQNZH,Sheltering Arms,id,,Healthcare,Healthcare - General
AWQWPUEN,Parkinson's Foundation,id,H800,Healthcare,Healthcare - General
AAJYPWBV,World Housing Inc.,id,"L20: Housing Development, Construction, Management",Human Services,"Human Services - Housing, Shelter"
AQHRQWPJ,Afrika Tikkun,id,,International Affairs,International Affairs - General
ARAFEMBA,BARK Rescue CA,id,D20,Animal Welfare,Animal Welfare - General
ACZLGHYN,Intown Jewish Preschool,id,B24: Elementary School,Education,K-12 Education
AWXRQEMR,JBS Awareness,unclassified,,,
APVZYXUF,Literacy Green Bay,unclassified,,,
AJGPPCRH,The Brooklyn Classical Guitar Society,id,,Arts & Culture,Arts & Culture - General
ACPQQGSA,Intuitive Foundation,id,T21: Corporate foundations,Public and Society Benefit,Public & Society Benefit - General
AVVACTRW,Center for Art and Advocacy,id,,Arts & Culture,Arts & Culture - Media
ARMMKLLX,The American Booksellers Association,id,"A03: Arts, Culture and Humanities Professional Societies and Associations",Arts & Culture,Arts & Culture - General
AGRDEGPV,The Church Initiative,id,X20: Christian,Religion,Religion - Christian
AFCHACDR,Sea Shepherd Ireland,unclassified,,,
AHNJNDJC,50CAN,id,B012,,
AYKDMWKS,iCARE4 Adopted And Foster Families,unclassified,,,
ALNGEQGG,Fletcher's Keep Senior Dog Foundation,unclassified,,,
AEMFMRNT,Business Intermediary Education Foundation,id,S41,,
ANRYUXBN,FIRM / Dugit,unclassified,,,
AHVGSGQN,"Anastasia Foundation, SSM",unclassified,,,
AUCAVLWE,Amplio Ghana SBCC Fund,unclassified,,,
AFSNPHHK,Project Sweet Peas (Pittsburgh),unclassified,,,
AMHMCHMT,LCHS,id,L11,,
ARFUHPVH,Canopy Planet Foundation,id,C12,,
AFPUDZSD,The Montana Dinosaur Center,id,B60,,
AAAXYYMC,SEVENSEAS Media,unclassified,,,
ALUXFDAA,讚美之泉[新加坡SG部門],unclassified,,,
ASCBJZAS,Little Pink Ribbon Girl Foundation,id,T12,Public and Society Benefit,Public & Society Benefit - General
AMENKTJH,LIA Relief Trust,unclassified,,,
AEDWBTSH,100 Black Men of West Texas,id,,Public and Society Benefit,Public & Society Benefit - General
ABKDPKAA,UpStart,unclassified,,,
AJCWHVNU,Ezras Cholim of Arizona,unclassified,,,
APFYKPVM,GeorgiaCAN,id,P30: Childrens and Youth Services,Human Services,Human Services - General
AUGMKQTP,NALA,unclassified,,,
AFTPJUBY,PAPS,unclassified,,,
AWDRBJJM,ALIMA Australia,unclassified,,,
AGHTSWLX,"Deaf Worlds, Inc",id,Q33,International Affairs,International Affairs - General
AYPDVLJL,Children Striving Together,id,O20,Human Services,Human Services - Sports & Youth Development
AVDSKBYE,North Carolina Interscholastic Cycling League,unclassified,,,
AFAYBGUF,Green Scholarship Program (CLOSED),unclassified,,,
TRLIPFYV,Alive Center,id,"O20: Youth Centers, Boys and Girls Clubs",Human Services,Human Services - Sports & Youth Development
AVDXCKDW,Desi Strong Foundation,id,G30: Cancer,Healthcare,Healthcare - Cancer
AYLGJNGR,Pan American Symphony Orchestra,id,A69: Symphony Orchestras,Arts & Culture,Arts & Culture - General
ADWPGUSL,No Baby Blisters,id,G80,Healthcare,Healthcare - General
AEYAWMSH,HelpGuide,unclassified,,,
ALVUGNHF,Another Chance House,id,P70Z,Human Services,"Human Services - Housing, Shelter"
ATLKTWCG,DRMAC,unclassified,,,
ARTZVKKA,"Credo Community Center Foundation, Inc.",unclassified,,,
AKVTKVBY,Turneffe Atoll Sustainability Association,unclassified,,,
AVJTCRAS,Lakers Social and Recreation Club,unclassified,,,
AMMCPZTG,Mtindo,unclassified,,,
AQHWXGMT,The Taras Oceanographic Foundation,id,D30,Animal Welfare,Animal Welfare - General
ADEJFHRB,Bailey Theatre,id,A65: Theater,Arts & Culture,Arts & Culture - General
AYTQHQZW,Nicaea Study Center,id,,Education,K-12 Education
AXXNUUUH,Carly's Cause,unclassified,,,
AECCGGYQ,Aide et Espoir,unclassified,,,
AJGLRJML,Backpack Dreams,unclassified,,,
AMDSNSWE,SIFT Media,unclassified,,,
ASLCKXRX,The Resonant Horse Company,id,D99,Animal Welfare,Animal Welfare - General
AZXGLWZD,The Torch Retreat,unclassified,,,
AWKMRRTY,St. Edmund's Retreat,id,,Religion,Religion - General
ACPTNBEN,Milwaukee Domes Alliance,unclassified,,,
AYKWQHPY,Street Soccer USA - Oakland,unclassified,,,
AFCWRCQG,Irish Stammering Association,unclassified,,,
ATACPBDN,Latinas in STEM,unclassified,,,
AUEAVRBD,Dawanet Charity Services,unclassified,,,
ABEGYQYP,Dr. Hawa Abdi Foundation (DHAF),name,Q33: International Relief,International Affairs,International Affairs - General
AHLFQBZB,Alaska Wilderness League,id,C013,Environment,Environment - General
ARQJADTY,The Makhosi Foundation,id,,Arts & Culture,Arts & Culture - General
ARZNCCJC,"Ridgeline Radio, Inc.",name,P80: Services to Promote the Independence of Specific Population Groups,Human Services,"Human Services - Housing, Shelter"
AAWEJTVT,The JoyJ Initiative,id,"K30: Food Service, Free Food Distribution Programs",Food & Nutrition,Food Banks
ABSULRKQ,ETC Heid's School of Music,unclassified,,,
ANZNWESX,JRS Europe,unclassified,,,
APEYHHLH,Multiplied By One Org,unclassified,,,
AUUJNJMR,RED NOSES International,unclassified,,,
AERGPLQY,Laredo Film Society,id,A31,Arts & Culture,Arts & Culture - Media
AZDWFBTW,LiveLung,unclassified,,,
ABYLRUUV,Bright Foundation,unclassified,,,
AXVVJETS,One Nation,id,W24,,
AHCSPKYH,San Diego Sun Skylight,unclassified,,,
ASPQKFSR,Patient Helpline,id,E60,,
ALFPTPPJ,Friends of Noma Dogs Inc,id,W99,Public and Society Benefit,Public & Society Benefit - General
AXNEJYVM,Wisconsin Interscholastic Cycling League,unclassified,,,
ALQZCYRH,Inspiring Children Foundation,unclassified,,,
ALCSRPBW,American Chamber of Commerce Poland - Corporate Aid for Ukraine,id,T20: Private Foundations,Public and Society Benefit,Public & Society Benefit - General
AWPGFQER,Breaking Silence,unclassified,,,
AFGGVZRM,Living Stones Account,unclassified,,,
AUFHCGHN,Bridge to Hope,id,,Human Services,"Human Services - Housing, Shelter"
ASYTDTJN,Dovetail Collective,name,P00: Human Services: General,Human Services,Human Services - General
AGHKSCVA,Atlanta Pride,unclassified,,,
ARKEEHHM,Circle City Dinner Church,id,,Public and Society Benefit,Public & Society Benefit - General
AVKGBGHF,DignityMoves,id,L40,,
AYBENUPM,Commuting Solutions,id,M99,Human Services,Human Services - Public Safety
ASMJBYMH,CAIR-Houston,id,"R20: Civil Rights, Advocacy for Specific Groups",Human Services,"Human Services - Civil Rights, Social Justice"
ABPNBUAX,The EverWell International Scholarship,unclassified,,,
AZRRZSPV,La Ventana Bay Conservation and Access Fund,unclassified,,,
AAMYRLUX,Muslim Food Bank and Community Services,id,P20: Human Service Organizations,Human Services,Human Services - General
ATQJNJQW,RACE EQUALITY MATTERS CIC,unclassified,,,
ACVCGSHY,American SPCC,id,P20,Human Services,Human Services - General
AKRAMBAG,Lady Freethinker,id,R20,Human Services,"Human Services - Civil Rights, Social Justice"
ALLSWADE,Jacobs Refuge Fund,id,"S20: Community, Neighborhood Development, Improvement",Public and Society Benefit,Public & Society Benefit - General
AEXTKAZM,Jami Masjid Buffalo,unclassified,,,
ABPPMVYN,Todos Santos Community,unclassified,,,
AHHGACZB,Sports4Kids,id,O50,,
AFJMTSGL,HHA US,unclassified,,,
ADXEZKMK,Peace Direct US,unclassified,,,
APKAZJBA,HK: Help The Persecuted,unclassified,,,
ASNBZMXK,Minnesota Wing,unclassified,,,
ABKNZWKF,Jami Masjid,unclassified,,,
AKJXFQRC,SOS Animal Welfare,unclassified,,,
AQJVBTDS,Missing Persons Center,id,I01,Public and Society Benefit,"Public & Society Benefit - Crime, Legal"
AECQEYKW,"The 10,000 Brains Project",id,,Science & Technology,Science & Technology - General
APSUSHLA,College Bound Athletes Inc,unclassified,,,
AZZCPEAM,Project Ramadan,unclassified,,,
AZHLWUUG,Together for Mental Wellbeing,unclassified,,,
ATWGBWRN,Concordia Welfare & Education Foundation,id,,Religion,Religion - Christian
AJWJUGDW,Prancewood Animal Foundation,id,D12,Animal Welfare,Animal Welfare - General
AVYJKFLL,No Más Basura,unclassified,,,
AETTLAHR,Vitiligo Research Foundation,unclassified,,,
AJWFBJVN,Associates of Vietnam Veterans of America,id,"W30: Military, Veterans Organizations",Public and Society Benefit,Public & Society Benefit - General
AEZZTBKB,Fay Rural Community Foundation,unclassified,,,
AMXRJWSB,California Wing,unclassified,,,
ABGNMJKB,Restoration From Zion,unclassified,,,
ARSCPCZT,Tinnitus Hub,id,E86: Patient Services,Healthcare,Healthcare - General
ASUKNPVZ,Weissman Children's Foundation,id,,Healthcare,"Healthcare - Mental Health, Abuse"
AURYFNQW,FIENS,unclassified,,,
AUMKMUBN,Pancreatic Cancer North America,id,E60,Healthcare,Healthcare - General
AGQVHTZY,DC YIMBYs,unclassified,,,
AFKMMFEL,NLGJA: The Association of LGBTQ+ Journalists,unclassified,,,
AUWNVTRX,Dork Dancing,id,F80: Mental Health Association,Healthcare,"Healthcare - Mental Health, Abuse"
AFZXQAHL,Dork Dancing,name,F80: Mental Health Association,Healthcare,"Healthcare - Mental Health, Abuse"
AJSAUJAV,Amplify,unclassified,,,
AMMVJCQJ,On Site Opera,unclassified,,,
AZQKMPLD,The Barry Long Foundation International,unclassified,,,
AQGZWHBH,Alex Highsmith Family Foundation,id,"O50: Youth Development Programs, Other",Human Services,Human Services - Sports & Youth Development
AMLQDRHW,"Equi-Ed, Inc.",id,,Human Services,Human Services - Sports & Youth Development
AESXBAKH,The GEMS Camp,id,O22,Human Services,Human Services - Sports & Youth Development
AMFCCVVJ,Chloe Circle,unclassified,,,
AWUMJKDD,Musa Heritage Foundation,unclassified,,,
AAQZWDNF,Idaho Interscholastic Cycling League,unclassified,,,
AABRHXAV,Southborough Safe Spaces,id,R01,Human Services,"Human Services - Civil Rights, Social Justice"
AMQSAJSW,Louisville Public Media,id,,Arts & Culture,Arts & Culture - Media
AUUPNLYY,Velofree,id,R12,Human Services,"Human Services - Civil Rights, Social Justice"
ASDJQGMK,600 Million Dogs,unclassified,,,
AELTULJS,Rebuilding Together Hartford,id,L81,,
ACBTKNZS,I Am A Voter,unclassified,,,
AQLFYBRT,FitzRoy,unclassified,,,
ABVRTQGE,This Way Out,id,,Human Services,"Human Services - Civil Rights, Social Justice"
AADTABMK,Problem Gambling Coalition of Colorado,id,F01: Mental Health and Crisis Intervention Alliances and Advocacy,Healthcare,"Healthcare - Mental Health, Abuse"
AATQRFZX,The Heritage Retreat,unclassified,,,
UWYBBSWV,Climb for Hope,id,C30,Environment,Environment - General
AKWUSUZF,Greater Crisfield Action Coalition,id,P20,Public and Society Benefit,Public & Society Benefit - General
ANQBSTGG,Charity Right UK,unclassified,,,
AXCDDQTV,Franklinton Farms,id,K20,Food & Nutrition,Food - General
AXUWYNNX,The Pastures Retreat,unclassified,,,
AVYAGRYD,Southern California University Of Health Sciences,id,B500,Education,Higher Education
AJSEVKEU,Centro Mujeres,id,W01: Public and Societal Benefit Alliances and Advocacy,Public and Society Benefit,Public & Society Benefit - General
ABUSXYKC,Ayiti Alaso,id,A12,Public and Society Benefit,Public & Society Benefit - General
AGCWJHPB,BRAC Europe,unclassified,,,
ABEFYGNC,ALIAS Chamber Ensemble,id,A6C,Arts & Culture,Arts & Culture - General
AVMMZLNA,University of Virginia FeelGood,unclassified,,,
ADNJNYAC,Global Black Gay Men Connect Cooperation,id,,Human Services,"Human Services - Civil Rights, Social Justice"
APWVSEJG,DIRECTION 61:3,unclassified,,,
AYPVSVGE,Project St Nicholas Returns,id,P20,Human Services,Human Services - General
AZSBDHHE,ReShark,unclassified,,,
ARNTKDZM,Casa Arcoiris,unclassified,,,
ARQRDDYE,Western North Carolina AIDS Project,unclassified,,,
AEESWLGE,Heart Research UK,unclassified,,,
ARYZYCDZ,Rebuilding Together Charles County,id,,Human Services,"Human Services - Housing, Shelter"
AWJPZWLC,Nisa Helpline,unclassified,,,
AXFTSQYR,A Rocha International,unclassified,,,
ALQHUKRL,Texas Wing,unclassified,,,
AEPCRKBQ,Scholar Fund,id,"B82: Scholarships, Student Financial Aid Services",Education,Education - General
AGZAUSAM,HATCH,unclassified,,,
AUJKUXSL,CoCriança,id,,Human Services,Human Services - Sports & Youth Development
AHPGKUVY,Ping Pong for Good,id,,Public and Society Benefit,Public & Society Benefit - General
AJESJGKQ,The Forge Retreat,unclassified,,,
AKTHAQGA,Boys & Girls Clubs of Northeast Florida,id,O23Z,Human Services,Human Services - Sports & Youth Development
AMSDKUFB,Choteau Lions Club Foundation,id,S80,Public and Society Benefit,Public & Society Benefit - General
APAQTFDK,Alkarma TV Egypt,unclassified,,,
ARKSGESU,Friends of the Black Canyon Search and Rescue Team,id,M23,Religion,Religion - Christian
AEQLQSFB,High Valley Community Center,id,N31,,
ATYBRJTZ,Friends of Internationals,unclassified,,,
ABHMXRBE,DAIR Institute,unclassified,,,
AMFJFFJZ,GenUnity,id,S99,,
AXUGAVRT,Romanian Handicapped Ministries,id,Q330,International Affairs,International Affairs - General
ASERGTND,The Final 5 Campaign,id,"R20: Civil Rights, Advocacy for Specific Groups",Human Services,"Human Services - Civil Rights, Social Justice"
AVSEPXPD,Bay Area Makerfarm (old),unclassified,,,
ALQFCCDY,Al-Salam Day School,id,,Education,K-12 Education
ATRDSWDV,Ducks on a Mission,id,P99,,
ADSBEBBD,Spoons,unclassified,,,
AUSBFDGU,Colorado Music Industry Alliance,unclassified,,,
AECYQBZE,Side by Side Charitable Organization,id,Y12,Public and Society Benefit,Public & Society Benefit - General
AEBVFDGC,Galapagos Guardians,unclassified,,,
ARVDAZKX,Swanberg Christian Ministries,id,X20,Religion,Religion - Christian
ACDFNEWF,K-9 Angels,unclassified,,,
ABHNASLC,University of Michigan FeelGood,unclassified,,,
ASAUFVGL,Kobo,id,Q19,,
AAFQNHEY,Organized Play Foundation,id,S80,Public and Society Benefit,Public & Society Benefit - General
ABZSVZXN,Ordinary Heroes,unclassified,,,
AXFKRCKD,Mission Team Payments,unclassified,,,
AFVUEZGP,Prostate Cancer Research US,id,H30: Cancer Research,Healthcare,Healthcare - General
ABDTQVZG,Coaching for Everyone,id,P80,Human Services,"Human Services - Housing, Shelter"
AARTEXHF,Pennsylvania Wing,unclassified,,,
ABSYCBWU,ICC - Asia,unclassified,,,
AESKJVRM,Exercito de Salvacao,unclassified,,,
ADBBCKKR,Opportunity Resource Services,name,B90: Educational Services,Education,Education - General
AJUWWYCY,Chabad Girls High School,id,,Education,K-12 Education
AMXVDGXU,Dr. Bill Lewis Center for Children,unclassified,,,
AQYLZENX,Ponguinguiola - Economías Circulares en Baja California Sur,unclassified,,,
AQMRWCGP,Faith Hope & Love Ministries,unclassified,,,
AMFYRZDF,Boys & Girls Club of Moultrie / Colquitt,id,,Human Services,Human Services - Sports & Youth Development
AKBBLDLZ,SEED HOUSE PROJECT,id,P99,Human Services,Human Services - General
AHUKFEDY,Academy for Sustainable Innovation,id,,Science & Technology,Science & Technology - General
AXVCEPKQ,Save Our Children Truth Commission,id,,Religion,Religion - Christian
ADCFTCJB,All Kids Can Learn International,id,,International Affairs,International Affairs - General
ASFSKKNG,Earth Within Girls,unclassified,,,
APDDDPBD,Circle Y Ranch,unclassified,,,
AFAJWRUR,Global Citizen,id,Q33: International Relief,International Affairs,International Affairs - General
ASGHYCKY,Scars Uncovered,id,P20,Human Services,Human Services - General
AQAFQKVQ,Florida Wing,unclassified,,,
AYTTQWAG,National Marine Life Center,id,A560,,
AHZPCTWT,Harford Chabad,unclassified,,,
AANYTUNF,Start Lighthouse,id,B99,Education,Education - General
AMTJVHHV,The LADO Group,id,X40,Religion,Religion - Islamic
AGTJNLCQ,Save the Chimps,id,D34,,
AHJUZXRB,STL Mutual Aid,unclassified,,,
AJRMUQGX,Maryland Wing,unclassified,,,
AYYHZEUH,Compañeros En Salud,unclassified,,,
APCRBTNA,Serenity Farm Equine Sanctuary,id,"D34: Wildlife Sanctuary, Refuge",Animal Welfare,Animal Welfare - General
AQVYTHYL,Street Soccer USA - PDX,unclassified,,,
AMBEFEHZ,Canadian Aid and Relief Foundation,unclassified,,,
AFFGXJUL,PetHub Gives (dba EveryPet Charity),unclassified,,,
AWUQRJRP,Girls Rock Denver,unclassified,,,
ABRUNYJX,ForAfrika UK,unclassified,,,
APKZHXUU,Geeking Out Kids of Color,id,O50,Human Services,Human Services - Sports & Youth Development
ACLNKPHJ,Together For Ghana e.V.,unclassified,,,
AXYYDDYD,Djimon Hounsou Foundation,id,Q70,International Affairs,International Affairs - General
APHJSVMW,AguilaCondor Foundation,unclassified,,,
AUCHUYBG,VOA-Greater New York,id,P30: Childrens and Youth Services,Human Services,Human Services - General
ATPGSQKQ,Mighty Heights Youth Foundation,id,"O50: Youth Development Programs, Other",Human Services,Human Services - Sports & Youth Development
AVFXLPHN,Code For Life,unclassified,,,
AJZSDMZE,Relief Operations International,id,,Human Services,Human Services - General
APLYKCJB,Leicester Productions,id,A31,Arts & Culture,Arts & Culture - Media
AYSZBYGK,Next Generation Ministry,id,X20,Religion,Religion - Christian
ALABMGNB,The Billy Porter Fund,name,G83: Alzheimers Disease,Healthcare,Healthcare - General
AXALZEDV,Irish Cultural Centre Hammersmith,id,,Arts & Culture,Arts & Culture - General
APKCYFQD,50/50 on the Colorado Trail,unclassified,,,
AJXWVULQ,The Salvation Army Silicon Valley,unclassified,,,
AFKSTFFJ,Don Coleman Ministries,id,,Religion,Religion - Christian
AYNJMYUK,Helping Haitian Angels,unclassified,,,
ANGZKMGS,HHUGS,unclassified,,,
ASMGFQZD,Presbyterian Psychological Services,id,,Healthcare,"Healthcare - Mental Health, Abuse"
AFDMJJKU,Oscar's Kids,unclassified,,,
AZSSNYGL,Hepatitis Education Project (HEP),unclassified,,,
AWLWQLBN,Asheville For All,unclassified,,,
ALSLDPYX,Club de Niños y Niñas de México,unclassified,,,
ABWDLBTL,Youth Market | American Heart Association,unclassified,,,
AALHWUNP,Associazione Luisa Monti ODV,id,,Public and Society Benefit,Public & Society Benefit - General
ACQKBJFL,Habitat for Humanity of Greater Greensboro,unclassified,,,
AGZJSCUN,Al Abrar,id,,Religion,Religion - Islamic
AKRSGYTB,SecondBite,unclassified,,,
AJSBKWLU,Madison is for People,unclassified,,,
ACVJBZLD,RGW USA,unclassified,,,
ATZGMFJA,North Carolina Wing,unclassified,,,
GISPNQBI,Little Woman Home for Animals,id,D20,Animal Welfare,Animal Welfare - General
ACQUCTXS,New Buildings Institute,id,C052,Environment,Environment - General
ARLDUEXY,Halberg Foundation,unclassified,,,
AUKSBKDS,Rocky Mountain Ranger Association,unclassified,,,
AJFBDSUV,Fund for Southern Communities,id,T70Z,Public and Society Benefit,Public & Society Benefit - General
ANBLJMWX,The Christchurch Foundation,unclassified,,,
ATHQWJXS,The HealthBus Trust,unclassified,,,
AQGKZXKZ,Highest Hopes Foundation,unclassified,,,
ARMEVHFK,F.Y.Eye,id,T19,,
AGLUJEWE,Connect: North Korea,unclassified,,,
AQXJNKYW,Proteção Animal Mundial,unclassified,,,
ADADFZQT,Children Without Beds,id,P40: Family Services,Human Services,Human Services - General
AHQYGCHX,YIMBY Hampton Roads,unclassified,,,
AJSXVYZW,Michael O.D. Brown Foundation,id,,Human Services,Human Services - General
ARGJSNDP,IERA Canada,unclassified,,,
AWEJEPHV,Project Sweet Peas (Southern New England),unclassified,,,
AMYMMBKJ,Crag Law Center,id,C01,Environment,Environment - General
AZEPDYHJ,ARTICLE 19,id,R60: Civil Liberties Advocacy,Human Services,"Human Services - Civil Rights, Social Justice"
ASLZCGUA,American Kettlebell Lifters Union,id,N01,,
ALYTMRHZ,All One Rescue,unclassified,,,
AMMFCUEN,Reimagine Reentry,id,P80,Public and Society Benefit,"Public & Society Benefit - Crime, Legal"
AXNXFPZU,Scottish Love in Action,unclassified,,,
AGYSDSGQ,"ECONOMIC OPPORTUNITIES COUNCIL OF INDIAN RIVER COUNTY, INC.",id,S200,Public and Society Benefit,Public & Society Benefit - General
ASSBFRJF,Help Them Thrive,id,O12,Human Services,Human Services - Sports & Youth Development
AUNEZJFF,Invisible Americans,id,,International Affairs,International Affairs - General
AWNYFNPW,Long Beach Fresh,id,P30: Childrens and Youth Services,Human Services,Human Services - General
AHWNCGFN,Making A Change Group,id,O50,Human Services,Human Services - Sports & Youth Development
ASMZDJPD,Layla's Legacy Foundation,id,G48,Healthcare,Healthcare - General
APVKSUTD,Farm To Field,id,,Human Services,Human Services - General
AEZYAZQW,TASSC International,unclassified,,,
APJKLBQQ,Wisconsin Family Ties,id,,Public and Society Benefit,Public & Society Benefit - General
ATMTULZD,Renton Little League,id,,Human Services,Human Services - Sports & Youth Development
APJXWUPW,BELL Foundation,id,,Healthcare,"Healthcare - Mental Health, Abuse"
